accession,length,expAA,First,PredHel,Topology
AT5G47710.1,len=166,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G47880.1,len=436,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G47890.1,len=97,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G47910.1,len=921,ExpAA=109.18,First60=0.00,PredHel=4,Topology=o377-396i516-538o558-580i738-755o
AT5G47930.1,len=84,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT5G48380.1,len=620,ExpAA=48.11,First60=19.05,PredHel=2,Topology=o6-25i227-249o
AT5G48450.1,len=621,ExpAA=32.07,First60=15.32,PredHel=0,Topology=o
AT5G48480.1,len=166,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G48650.1,len=458,ExpAA=0.33,First60=0.27,PredHel=0,Topology=o
AT5G48800.1,len=614,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
AT5G48810.1,len=140,ExpAA=20.55,First60=0.00,PredHel=1,Topology=i109-131o
AT5G49540.1,len=114,ExpAA=52.87,First60=23.13,PredHel=2,Topology=i36-70o85-107i
AT5G49680.2,len=2587,ExpAA=21.23,First60=20.82,PredHel=1,Topology=i2-23o
AT5G49720.1,len=621,ExpAA=31.67,First60=0.00,PredHel=1,Topology=i71-93o
AT5G49820.1,len=497,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
AT5G49890.1,len=779,ExpAA=236.30,First60=0.02,PredHel=10,Topology=i93-115o140-162i183-205o253-275i288-307o335-357i378-400o468-490i503-525o540-562i
AT5G49910.1,len=718,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G50000.1,len=385,ExpAA=0.21,First60=0.08,PredHel=0,Topology=o
AT5G50120.1,len=388,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G50720.1,len=116,ExpAA=61.87,First60=38.76,PredHel=3,Topology=o10-32i45-64o69-91i
AT5G50920.1,len=929,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
AT5G51020.1,len=269,ExpAA=9.84,First60=9.84,PredHel=0,Topology=o
AT5G51150.1,len=531,ExpAA=28.92,First60=0.00,PredHel=0,Topology=o
AT5G51480.1,len=592,ExpAA=33.45,First60=21.09,PredHel=1,Topology=i7-29o
AT5G51510.1,len=170,ExpAA=84.00,First60=20.69,PredHel=4,Topology=i39-61o71-89i94-116o136-158i
AT5G51550.1,len=337,ExpAA=12.69,First60=8.69,PredHel=0,Topology=o
AT5G51570.1,len=292,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G51690.1,len=495,ExpAA=21.37,First60=21.15,PredHel=1,Topology=i13-35o
AT5G51830.1,len=343,ExpAA=0.33,First60=0.30,PredHel=0,Topology=o
AT5G52050.1,len=505,ExpAA=250.04,First60=17.63,PredHel=12,Topology=i46-68o78-100i120-137o157-179i186-207o217-239i266-288o301-323i344-366o386-408i420-442o447-469i
AT5G52110.1,len=275,ExpAA=1.27,First60=0.01,PredHel=0,Topology=o
AT5G52420.1,len=242,ExpAA=103.01,First60=16.72,PredHel=5,Topology=i39-61o65-84i105-127o147-169i206-228o
AT5G52540.1,len=461,ExpAA=223.73,First60=0.28,PredHel=10,Topology=i113-135o139-161i174-196o216-238i245-267o287-309i312-334o347-369i376-398o431-453i
AT5G52650.1,len=179,ExpAA=0.03,First60=0.01,PredHel=0,Topology=o
AT5G52920.1,len=579,ExpAA=1.53,First60=0.00,PredHel=0,Topology=o
AT5G53170.1,len=806,ExpAA=15.33,First60=0.27,PredHel=0,Topology=o
AT5G53320.1,len=601,ExpAA=32.27,First60=8.36,PredHel=1,Topology=i235-257o
AT5G53400.1,len=304,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G53530.1,len=302,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G53620.1,len=682,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT5G53870.1,len=370,ExpAA=28.73,First60=19.35,PredHel=1,Topology=i7-29o
AT5G54110.1,len=266,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G54380.1,len=855,ExpAA=31.83,First60=9.22,PredHel=1,Topology=o418-440i
AT5G54440.1,len=1259,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
AT5G54500.2,len=244,ExpAA=28.68,First60=0.00,PredHel=1,Topology=i203-225o
AT5G54600.1,len=198,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G54750.2,len=199,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G54770.1,len=349,ExpAA=0.21,First60=0.01,PredHel=0,Topology=o
AT5G54800.1,len=388,ExpAA=162.95,First60=0.00,PredHel=8,Topology=o97-114i126-148o158-180i201-223o238-257i269-291o301-323i358-380o
AT5G54830.1,len=907,ExpAA=117.74,First60=14.02,PredHel=6,Topology=i7-24o685-707i720-742o757-774i795-814o829-848i
AT5G54900.1,len=387,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G54960.1,len=607,ExpAA=15.18,First60=0.00,PredHel=0,Topology=o
AT5G55070.1,len=464,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT5G55125.1,len=76,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
AT5G55140.1,len=109,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT5G55480.1,len=766,ExpAA=25.58,First60=18.84,PredHel=1,Topology=i13-35o
AT5G55510.1,len=214,ExpAA=19.83,First60=4.43,PredHel=0,Topology=o
AT5G55730.1,len=424,ExpAA=14.18,First60=11.79,PredHel=0,Topology=o
AT5G55920.1,len=682,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
AT5G55940.1,len=208,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G56000.1,len=699,ExpAA=0.28,First60=0.05,PredHel=0,Topology=o
AT5G56010.1,len=699,ExpAA=0.28,First60=0.05,PredHel=0,Topology=o
AT5G56170.1,len=168,ExpAA=11.43,First60=11.05,PredHel=0,Topology=o
AT5G56460.1,len=408,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
AT5G56500.1,len=597,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G56590.1,len=506,ExpAA=6.83,First60=4.93,PredHel=0,Topology=o
AT5G56680.1,len=572,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G56730.1,len=1008,ExpAA=17.01,First60=0.00,PredHel=1,Topology=o988-1005i
AT5G56940.1,len=135,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G57020.1,len=434,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT5G57030.1,len=524,ExpAA=28.35,First60=0.04,PredHel=1,Topology=o470-492i
AT5G57110.1,len=1074,ExpAA=163.25,First60=0.00,PredHel=6,Topology=o192-209i221-238o371-393i426-448o993-1012i1025-1047o
AT5G57280.1,len=289,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT5G57330.1,len=312,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G58005.1,len=116,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G58030.1,len=195,ExpAA=1.13,First60=0.00,PredHel=0,Topology=o
AT5G58070.1,len=186,ExpAA=2.06,First60=0.00,PredHel=0,Topology=o
AT5G58090.1,len=477,ExpAA=3.03,First60=0.16,PredHel=0,Topology=o
AT5G58100.1,len=945,ExpAA=38.09,First60=19.39,PredHel=2,Topology=i13-35o918-935i
AT5G58230.1,len=424,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G58250.1,len=211,ExpAA=0.12,First60=0.05,PredHel=0,Topology=o
AT5G58290.1,len=408,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G58430.1,len=624,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G58440.1,len=587,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G58450.1,len=1065,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
AT5G58480.1,len=476,ExpAA=14.79,First60=14.73,PredHel=1,Topology=i5-27o
AT5G58700.1,len=597,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
AT5G59010.1,len=489,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G59160.1,len=312,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G59420.1,len=457,ExpAA=12.72,First60=1.18,PredHel=0,Topology=o
AT5G60160.1,len=477,ExpAA=1.41,First60=0.14,PredHel=0,Topology=o
AT5G60670.1,len=166,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G60730.1,len=391,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G60790.1,len=595,ExpAA=0.43,First60=0.00,PredHel=0,Topology=o
AT5G60960.1,len=521,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G60980.2,len=460,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G61130.1,len=201,ExpAA=3.51,First60=0.39,PredHel=0,Topology=o
AT5G61170.1,len=143,ExpAA=0.27,First60=0.01,PredHel=0,Topology=o
AT5G61220.1,len=87,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G61510.1,len=406,ExpAA=0.13,First60=0.00,PredHel=0,Topology=o
AT5G61670.1,len=307,ExpAA=45.08,First60=0.00,PredHel=2,Topology=i146-168o199-221i
AT5G61730.1,len=940,ExpAA=130.90,First60=17.13,PredHel=6,Topology=o31-49i222-244o272-294i307-329o344-366i424-446o
AT5G61740.1,len=909,ExpAA=153.43,First60=22.13,PredHel=7,Topology=i34-56o324-346i367-389o404-426i433-455o465-487i507-529o
AT5G61970.1,len=605,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G62200.1,len=190,ExpAA=20.99,First60=12.14,PredHel=0,Topology=o
AT5G62300.1,len=124,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G62390.1,len=446,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G62700.1,len=450,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G62740.1,len=286,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G63420.1,len=911,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G63510.2,len=279,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G63880.2,len=243,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G63905.1,len=76,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G64030.1,len=829,ExpAA=20.79,First60=20.79,PredHel=1,Topology=i17-39o
AT5G64090.1,len=448,ExpAA=0.31,First60=0.00,PredHel=0,Topology=o
AT5G64140.1,len=64,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT5G64180.1,len=158,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G64260.1,len=305,ExpAA=20.09,First60=20.05,PredHel=1,Topology=i7-26o
AT5G64270.1,len=1269,ExpAA=35.00,First60=0.00,PredHel=0,Topology=o
AT5G64280.1,len=549,ExpAA=251.70,First60=0.04,PredHel=10,Topology=o82-99i112-134o149-171i291-313o345-362i364-386o401-423i435-457o472-494i521-543o
AT5G64290.1,len=563,ExpAA=219.97,First60=0.02,PredHel=9,Topology=o96-113i126-148o163-185i358-375o380-402i415-437o452-471i478-500o537-559i
AT5G64350.1,len=112,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G64440.1,len=607,ExpAA=7.47,First60=7.13,PredHel=0,Topology=o
AT5G64500.1,len=484,ExpAA=220.32,First60=4.37,PredHel=9,Topology=o92-114i121-143o180-202i209-228o273-295i308-330o345-362i369-391o434-456i
AT5G64580.1,len=855,ExpAA=0.55,First60=0.00,PredHel=0,Topology=o
AT5G64640.1,len=602,ExpAA=23.93,First60=23.36,PredHel=1,Topology=i36-58o
AT5G64740.1,len=1084,ExpAA=169.41,First60=0.00,PredHel=8,Topology=o278-295i302-321o861-883i895-917o932-954i979-1001o1011-1033i1046-1065o
AT5G64816.1,len=130,ExpAA=13.94,First60=13.94,PredHel=0,Topology=o
AT5G64940.1,len=761,ExpAA=24.17,First60=0.03,PredHel=1,Topology=o726-745i
AT5G64970.1,len=428,ExpAA=29.24,First60=0.00,PredHel=0,Topology=o
AT5G65220.1,len=173,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G65250.1,len=300,ExpAA=40.86,First60=0.00,PredHel=2,Topology=o101-123i130-148o
AT5G65270.1,len=226,ExpAA=0.05,First60=0.01,PredHel=0,Topology=o
AT5G65460.1,len=1264,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G65750.1,len=1025,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G65950.1,len=1190,ExpAA=0.18,First60=0.06,PredHel=0,Topology=o
AT5G66190.1,len=360,ExpAA=6.33,First60=0.00,PredHel=0,Topology=o
AT5G66200.1,len=651,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G66530.1,len=307,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G67130.1,len=426,ExpAA=29.41,First60=12.06,PredHel=1,Topology=o403-425i
AT5G67330.1,len=512,ExpAA=249.80,First60=8.05,PredHel=12,Topology=i53-72o87-109i130-152o162-184i191-208o236-255i276-298o325-347i368-390o405-422i435-457o467-489i
AT5G67470.1,len=899,ExpAA=41.47,First60=18.91,PredHel=2,Topology=o4-23i107-129o
AT5G67510.1,len=146,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G67560.1,len=184,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
AT5G67630.1,len=469,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
ATCG00120.1,len=507,ExpAA=0.08,First60=0.07,PredHel=0,Topology=o
ATCG00130.1,len=184,ExpAA=21.38,First60=21.37,PredHel=1,Topology=o27-49i
ATCG00150.1,len=249,ExpAA=104.39,First60=21.79,PredHel=5,Topology=o37-59i94-116o136-155i192-214o219-241i
ATCG00160.1,len=236,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
ATCG00470.1,len=132,ExpAA=0.25,First60=0.20,PredHel=0,Topology=o
ATCG00480.1,len=498,ExpAA=0.48,First60=0.16,PredHel=0,Topology=o
ATCG00490.1,len=479,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
ATCG00500.1,len=488,ExpAA=1.76,First60=0.00,PredHel=0,Topology=o
ATCG00540.1,len=320,ExpAA=39.50,First60=20.69,PredHel=2,Topology=i17-39o286-305i
ATCG00650.1,len=101,ExpAA=0.01,First60=0.00,PredHel=0,Topology=i
ATCG00680.1,len=508,ExpAA=133.37,First60=20.70,PredHel=5,Topology=i20-42o96-118i139-161o198-217i237-259o
ATCG00720.1,len=215,ExpAA=94.02,First60=22.65,PredHel=4,Topology=i32-54o84-106i118-140o184-206i
ATCG00730.1,len=160,ExpAA=65.59,First60=21.59,PredHel=3,Topology=i36-58o95-117i129-151o
ATCG00750.1,len=138,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
ATCG00780.1,len=122,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
ATCG00800.1,len=218,ExpAA=0.33,First60=0.00,PredHel=0,Topology=o
ATCG00810.1,len=160,ExpAA=0.10,First60=0.06,PredHel=0,Topology=i
ATCG00860.1,len=2294,ExpAA=39.11,First60=0.33,PredHel=0,Topology=o
ATCG01120.1,len=88,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
ATCG01130.1,len=1786,ExpAA=140.78,First60=23.93,PredHel=6,Topology=o24-46i67-89o94-111i132-154o174-196i222-241o
ATCG01310.1,len=274,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
ATMG00090.1,len=556,ExpAA=0.72,First60=0.02,PredHel=0,Topology=o
AT1G01470.1,len=151,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
AT1G01710.1,len=427,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
AT1G01820.1,len=235,ExpAA=5.64,First60=0.00,PredHel=0,Topology=o
AT1G02120.1,len=598,ExpAA=22.37,First60=0.00,PredHel=1,Topology=o508-527i
AT1G03860.1,len=286,ExpAA=10.75,First60=10.75,PredHel=0,Topology=o
AT1G04280.1,len=534,ExpAA=17.15,First60=16.98,PredHel=0,Topology=o
AT1G04430.1,len=623,ExpAA=21.55,First60=21.53,PredHel=1,Topology=i13-35o
AT1G04710.1,len=443,ExpAA=12.17,First60=0.00,PredHel=0,Topology=o
AT1G04900.1,len=442,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G04910.1,len=519,ExpAA=22.39,First60=22.36,PredHel=1,Topology=i21-43o
AT1G04980.1,len=447,ExpAA=1.06,First60=1.04,PredHel=0,Topology=o
AT1G04985.1,len=193,ExpAA=42.28,First60=14.08,PredHel=2,Topology=i47-66o112-134i
AT1G05205.1,len=91,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G05270.1,len=371,ExpAA=20.39,First60=0.00,PredHel=1,Topology=o348-367i
AT1G05430.1,len=269,ExpAA=9.01,First60=3.53,PredHel=0,Topology=o
AT1G05500.1,len=560,ExpAA=21.26,First60=20.36,PredHel=1,Topology=i2-22o
AT1G05720.1,len=163,ExpAA=10.41,First60=10.40,PredHel=0,Topology=o
AT1G05940.1,len=569,ExpAA=315.86,First60=7.49,PredHel=14,Topology=o52-74i81-103o113-135i148-165o180-202i211-233o243-265i286-308o331-353i406-428o443-465i472-490o500-522i529-551o
AT1G06200.1,len=206,ExpAA=0.04,First60=0.03,PredHel=0,Topology=o
AT1G06290.1,len=675,ExpAA=0.39,First60=0.00,PredHel=0,Topology=o
AT1G06530.1,len=323,ExpAA=22.41,First60=0.00,PredHel=1,Topology=o295-317i
AT1G06890.1,len=357,ExpAA=177.10,First60=41.89,PredHel=8,Topology=i7-29o39-61i74-96o128-145i152-174o194-216i223-245o277-299i
AT1G07180.1,len=510,ExpAA=1.54,First60=0.00,PredHel=0,Topology=o
AT1G07210.1,len=261,ExpAA=0.25,First60=0.00,PredHel=0,Topology=o
AT1G07230.1,len=533,ExpAA=3.04,First60=3.03,PredHel=0,Topology=o
AT1G07510.1,len=813,ExpAA=2.95,First60=0.00,PredHel=0,Topology=o
AT1G07670.1,len=1061,ExpAA=182.97,First60=0.00,PredHel=8,Topology=i83-100o110-132i284-306o326-348i801-823o862-884i985-1007o1011-1033i
AT1G07810.1,len=1061,ExpAA=182.75,First60=0.00,PredHel=8,Topology=i83-100o110-132i284-306o326-348i801-823o862-884i985-1007o1011-1033i
AT1G07830.1,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G07960.2,len=146,ExpAA=13.40,First60=13.40,PredHel=0,Topology=o
AT1G08030.1,len=500,ExpAA=26.82,First60=6.55,PredHel=1,Topology=o471-490i
AT1G08170.1,len=243,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT1G08220.1,len=274,ExpAA=0.31,First60=0.00,PredHel=0,Topology=o
AT1G08470.1,len=390,ExpAA=5.77,First60=5.76,PredHel=0,Topology=o
AT1G08480.1,len=142,ExpAA=26.09,First60=0.00,PredHel=0,Topology=o
AT1G08530.1,len=257,ExpAA=23.20,First60=0.00,PredHel=1,Topology=i105-127o
AT1G08750.1,len=388,ExpAA=10.43,First60=0.06,PredHel=0,Topology=o
AT1G09210.1,len=424,ExpAA=20.24,First60=20.24,PredHel=1,Topology=i7-26o
AT1G09580.1,len=217,ExpAA=40.08,First60=17.18,PredHel=1,Topology=i185-207o
AT1G09870.1,len=487,ExpAA=1.14,First60=1.10,PredHel=0,Topology=o
AT1G10130.1,len=998,ExpAA=204.87,First60=0.87,PredHel=8,Topology=i60-79o84-106i253-275o295-317i750-772o824-846i917-939o954-973i
AT1G10270.1,len=913,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G10950.1,len=589,ExpAA=223.97,First60=17.20,PredHel=10,Topology=o5-24i222-244o288-310i317-339o354-376i383-405o451-473i485-507o517-539i551-573o
AT1G11090.1,len=324,ExpAA=0.75,First60=0.00,PredHel=0,Topology=o
AT1G11650.2,len=405,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G11680.1,len=488,ExpAA=20.62,First60=20.08,PredHel=1,Topology=i13-32o
AT1G11910.1,len=506,ExpAA=18.06,First60=17.94,PredHel=1,Topology=i7-24o
AT1G13560.1,len=389,ExpAA=174.16,First60=15.24,PredHel=8,Topology=i37-59o141-163i176-195o215-237i250-272o287-309i322-344o348-370i
AT1G13920.1,len=345,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT1G14060.1,len=179,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G14620.1,len=233,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G14670.1,len=592,ExpAA=221.16,First60=18.15,PredHel=10,Topology=o5-22i229-251o298-320i325-347o362-384i397-419o451-473i486-508o518-540i553-575o
AT1G14830.1,len=614,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G14850.1,len=1464,ExpAA=0.44,First60=0.00,PredHel=0,Topology=o
AT1G14980.1,len=98,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G15170.1,len=481,ExpAA=245.49,First60=21.97,PredHel=10,Topology=i38-60o70-92i112-134o149-171i183-205o215-237i336-358o378-400i413-435o439-461i
AT1G15220.1,len=159,ExpAA=20.03,First60=0.00,PredHel=1,Topology=o83-105i
AT1G15390.1,len=269,ExpAA=0.48,First60=0.12,PredHel=0,Topology=o
AT1G15480.1,len=594,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT1G15750.1,len=1131,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
AT1G15880.1,len=223,ExpAA=20.17,First60=0.00,PredHel=1,Topology=i203-222o
AT1G16300.1,len=420,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G16560.1,len=342,ExpAA=160.62,First60=18.12,PredHel=8,Topology=i2-24o120-142i154-176o191-210i217-239o243-265i272-294o304-322i
AT1G18450.1,len=441,ExpAA=0.15,First60=0.00,PredHel=0,Topology=o
AT1G18480.1,len=391,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT1G18540.1,len=233,ExpAA=1.25,First60=0.00,PredHel=0,Topology=o
AT1G19360.1,len=428,ExpAA=22.72,First60=22.71,PredHel=1,Topology=i16-38o
AT1G19580.1,len=275,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G19800.2,len=350,ExpAA=101.93,First60=0.01,PredHel=5,Topology=o98-117i138-157o245-267i280-302o317-339i
AT1G20270.1,len=287,ExpAA=22.57,First60=22.57,PredHel=1,Topology=i20-42o
AT1G20330.1,len=361,ExpAA=24.40,First60=21.64,PredHel=1,Topology=i5-27o
AT1G20430.1,len=116,ExpAA=13.23,First60=13.21,PredHel=0,Topology=o
AT1G20480.1,len=565,ExpAA=42.75,First60=0.00,PredHel=1,Topology=i264-283o
AT1G20630.1,len=492,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G20770.1,len=215,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G21750.1,len=501,ExpAA=0.14,First60=0.14,PredHel=0,Topology=o
AT1G21900.1,len=216,ExpAA=44.70,First60=21.93,PredHel=2,Topology=o10-32i184-206o
AT1G22450.1,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G22800.1,len=355,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT1G22850.1,len=344,ExpAA=113.17,First60=0.00,PredHel=5,Topology=o108-130i151-173o183-205i263-285o305-327i
AT1G23100.1,len=97,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G23310.1,len=481,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT1G23800.1,len=534,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
AT1G24095.1,len=213,ExpAA=0.58,First60=0.00,PredHel=0,Topology=o
AT1G24120.1,len=436,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G24180.1,len=393,ExpAA=0.65,First60=0.00,PredHel=0,Topology=o
AT1G24267.2,len=344,ExpAA=17.71,First60=1.69,PredHel=1,Topology=i95-114o
AT1G25260.1,len=235,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G25490.1,len=588,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT1G25520.1,len=230,ExpAA=105.82,First60=25.81,PredHel=5,Topology=i39-61o71-88i136-158o173-195i207-226o
AT1G26340.1,len=135,ExpAA=19.24,First60=0.00,PredHel=1,Topology=o113-132i
AT1G27000.1,len=304,ExpAA=37.52,First60=19.12,PredHel=2,Topology=i7-26o91-113i
AT1G27210.1,len=625,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT1G27390.1,len=210,ExpAA=26.18,First60=0.00,PredHel=1,Topology=i183-200o
AT1G27980.1,len=544,ExpAA=39.70,First60=23.85,PredHel=1,Topology=i31-53o
AT1G28510.1,len=171,ExpAA=8.36,First60=0.00,PredHel=0,Topology=o
AT1G28540.1,len=103,ExpAA=22.55,First60=0.02,PredHel=1,Topology=i61-83o
AT1G29790.1,len=378,ExpAA=20.29,First60=20.25,PredHel=1,Topology=i7-29o
AT1G30400.1,len=1622,ExpAA=316.83,First60=22.11,PredHel=14,Topology=o33-55i72-94o109-128i141-163o173-195i339-361o438-460i524-546o556-578i909-931o956-978i1027-1049o1053-1072i1137-1159o
AT1G30680.1,len=709,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT1G31780.1,len=680,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G31800.1,len=595,ExpAA=1.00,First60=0.00,PredHel=0,Topology=o
AT1G32580.1,len=229,ExpAA=0.33,First60=0.33,PredHel=0,Topology=o
AT1G34130.1,len=735,ExpAA=268.32,First60=21.50,PredHel=11,Topology=i39-61o104-126i133-155o165-187i194-216o231-253i260-282o292-309i330-352o384-403i410-432o
AT1G35620.1,len=440,ExpAA=29.83,First60=3.27,PredHel=1,Topology=o378-400i
AT1G42970.1,len=447,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT1G43580.1,len=421,ExpAA=149.13,First60=29.70,PredHel=7,Topology=i26-48o58-80i125-144o159-181i282-304o319-341i396-418o
AT1G43700.1,len=341,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G44170.1,len=484,ExpAA=0.32,First60=0.00,PredHel=0,Topology=o
AT1G44180.1,len=435,ExpAA=2.45,First60=2.30,PredHel=0,Topology=o
AT1G44820.1,len=438,ExpAA=1.59,First60=1.57,PredHel=0,Topology=o
AT1G44920.1,len=258,ExpAA=82.84,First60=0.00,PredHel=4,Topology=i106-128o143-162i175-192o202-224i
AT1G47260.1,len=278,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G47420.1,len=257,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT1G47640.1,len=228,ExpAA=129.11,First60=36.01,PredHel=7,Topology=o4-26i38-57o72-89i102-124o139-161i168-186o201-223i
AT1G47750.1,len=248,ExpAA=16.05,First60=0.02,PredHel=1,Topology=i98-120o
AT1G48030.1,len=507,ExpAA=0.07,First60=0.02,PredHel=0,Topology=o
AT1G48200.1,len=118,ExpAA=6.33,First60=5.91,PredHel=0,Topology=o
AT1G48440.1,len=129,ExpAA=60.66,First60=43.28,PredHel=3,Topology=i7-29o34-56i93-110o
AT1G48480.1,len=655,ExpAA=43.01,First60=19.14,PredHel=2,Topology=o5-27i268-290o
AT1G48570.1,len=455,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G48840.1,len=691,ExpAA=47.08,First60=0.00,PredHel=2,Topology=o531-553i622-644o
